地區,餐廳名稱,餐廳地址,query,place_id,matched_name,matched_address,status,,URL,,,,,,,,,,,,,,,,
台中,阿杜皇家泰式料理 台中沙鹿店,沙鹿區鹿寮里中山路378巷53-1號,阿杜皇家泰式料理 台中沙鹿店 沙鹿區鹿寮里中山路378巷53-1號,ChIJ8Z5OyfoUaTQRQKQCtfxOrL8,Adu Royal Thai Cuisine,"No. 53-1號, Lane 378, Zhongshan Rd, Shalu District, Taichung City, Taiwan 433",OK,,https://s.openrice.com/cHRSmW2DNu300,,,,,,,,,,,,,,,,
台北,極蜆鍋物,台北市松山區民生東路五段237號,極蜆鍋物 台北市松山區民生東路五段237號,ChIJ2ZsQco6rQjQRxiP1-llzS5s,極蜆鍋物「寵物友善」,"No. 261號, Section 4, Bade Rd, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm02TzC300,,,,,,,,,,,,,,,,
台北,饃膳坊,台北市中山區吉林路125-3號1F2F,饃膳坊 台北市中山區吉林路125-3號1F2F,ChIJuV2NxV2pQjQRFzzENgFqwcA,饃膳坊陝西風味料理,"No. 125-3號, Jilin Rd, Zhongshan District, Taipei City, Taiwan 10491",OK,,https://s.openrice.com/cHRSm02Dd0700,,,,,,,,,,,,,,,,
台南,M&M音樂廚房,700台南市中西區城隍街23號2樓,M&M音樂廚房 700台南市中西區城隍街23號2樓,ChIJXfyXf4h2bjQRT6b1LpFnkZ4,M&M音樂廚房,"No. 23號, Chenghuang St, West Central District, Tainan City, Taiwan 700",OK,,https://s.openrice.com/cHRSmm23ya1W0,,,,,,,,,,,,,,,,
台北,赤哥汕頭火鍋-台北松江總店,104台北市中山區松江路313巷2號,赤哥汕頭火鍋-台北松江總店 104台北市中山區松江路313巷2號,ChIJL10QHFmpQjQRoY_5AKe8UAs,【赤牛哥汕頭火鍋】台北火鍋｜汕頭火鍋｜台北美食｜行天宮美食｜溫體牛 中山區美食 網紅推薦,"No. 2號, Lane 313, Songjiang Rd, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm023N4700,,,,,,,,,,,,,,,,
台北,清真肆集,台北市大同區南芳里迪化街一段347號,清真肆集 台北市大同區南芳里迪化街一段347號,ChIJaXwKDmSpQjQR_OX0356QY30,清真肆集 Halalan & Toyyiban Mart,"No. 347號, Section 1, Dihua St, Datong District, Taipei City, Taiwan 103",OK,,https://s.openrice.com/cHRSm02474700,,,,,,,,,,,,,,,,
台北,東方饌黔天下貴州菜主題餐廳,103台北市大同區迪化街一段358-2號,東方饌黔天下貴州菜主題餐廳 103台北市大同區迪化街一段358-2號,ChIJo2EwZT6pQjQRNElib4z3B4s,東方饌黔天下貴州主題餐廳,"No. 11號, Lane 61, Minzu Rd, Linkou District, New Taipei City, Taiwan 244",OK,,https://s.openrice.com/cHRSm02Che300,,,,,,,,,,,,,,,,
宜花東,奇麗灣珍奶文化館-蘇澳海鮮百匯,235新北市中和區建六路55號,奇麗灣珍奶文化館-蘇澳海鮮百匯 235新北市中和區建六路55號,ChIJE9Hm6u3oZzQRHOcpGbeT_8A,Kili Bay Pearl Milk Tea Cultural Center,"No. 23號, Dingqiang Rd, Su'ao Township, Yilan County, Taiwan 270",OK,,https://s.openrice.com/cHRSlm2O5K600,,,,,,,,,,,,,,,,
台北,Chic Thai 泰式新定食,100台北市中正區汀洲路三段166號3樓,Chic Thai 泰式新定食 100台北市中正區汀洲路三段166號3樓,ChIJQ58t3IqpQjQRbZu9x77xAiY,Chic Thai 泰式新定食,"100, Taiwan, Taipei City, Zhongzheng District, Section 3, Tingzhou Rd, 166號2樓",OK,,https://s.openrice.com/cHRSm02Q2S700,,,,,,,,,,,,,,,,
台北,Dobby手工甜品,台北市南京東路四段133巷8弄30號,Dobby手工甜品 台北市南京東路四段133巷8弄30號,ChIJ7RGRfOmrQjQR3K6HobJoWCc,DOBBY手工甜品,"No. 30號, Alley 8, Lane 133, Section 4, Nanjing E Rd, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm02ltK700,,,,,,,,,,,,,,,,
台北,余韻日本料理,106台北市大安區復興南路二段125巷22號,余韻日本料理 106台北市大安區復興南路二段125巷22號,ChIJk1iCfNurQjQRa09O8sJeSM4,Yoinn Japanese Restaurant,"No. 22號, Lane 125, Section 2, Fuxing S Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02wtS600,,,,,,,,,,,,,,,,
台中,淇里思印度餐廳 存中店,403台中市西區存中街47號,淇里思印度餐廳 存中店 403台中市西區存中街47號,ChIJfcVaCKQ9aTQRrDlxg7OhRf4,Chilliesine Indian Restaurant,"No. 47號, Cunzhong St, West District, Taichung City, Taiwan 403",OK,,https://s.openrice.com/cHRSmW2zUM2W0,,,,,,,,,,,,,,,,
台中,淇里思印度餐廳 朝富店,台中市西屯區朝富路156號,淇里思印度餐廳 朝富店 台中市西屯區朝富路156號,ChIJzV5RmfE9aTQR9lqs3kDhYbs,Chilliesine Indian Restaurant Chaofu 淇里思印度餐廳 朝富店,"No. 28號, Chaofu Rd, Xitun District, Taichung City, Taiwan 40757",OK,,https://s.openrice.com/cHRSnW2NNm700,,,,,,,,,,,,,,,,
台北,淳覺植饌咖啡坊,台北市北投區北投路二段17號,淳覺植饌咖啡坊 台北市北投區北投路二段17號,ChIJ-V91x1auQjQR3ig2R0QvPLM,淳覺植饌咖啡坊,"112, Taiwan, Taipei City, Beitou District, Yuren Rd, 16號3樓",OK,,https://s.openrice.com/cHRSm02bTO400,,,,,,,,,,,,,,,,
新竹/苗栗,淇里思印度餐廳 新竹店,新竹市東區關新西街100號,淇里思印度餐廳 新竹店 新竹市東區關新西街100號,ChIJcS_5czk2aDQR7bnj8wtHhYM,CHILLIESINE 淇里思印度餐廳-新竹店 Indian Restaurant Hsinchu,"No. 100號, Guanxin W St, East District, Hsinchu City, Taiwan 300",OK,,https://s.openrice.com/cHRSmW2O7m700,,,,,,,,,,,,,,,,
高雄/屏東,W Kitchen 東港店,屏東縣東港鎮光復路一段286-1號,W Kitchen 東港店 屏東縣東港鎮光復路一段286-1號,ChIJqbZVRuPhcTQRJfseE6z2JIk,W Kitchen 東港店,"No. 286-1號, Section 1, Guangfu Rd, Donggang Township, Pingtung County, Taiwan 928",OK,,https://s.openrice.com/cHRSn02Qty3W0,,,,,,,,,,,,,,,,
高雄/屏東,貝隆餐酒館,802高雄市苓雅區新光路140巷41號,貝隆餐酒館 802高雄市苓雅區新光路140巷41號,ChIJ45-PmoIDbjQRO195Do7KJik,Belon,"No. 39-1號, Chenggong 2nd Rd, Cianjhen District, Kaohsiung City, Taiwan 806",OK,,https://s.openrice.com/cHRSn02poC700,,,,,,,,,,,,,,,,
高雄/屏東,米奇諾美式餐廳,高雄市新興區大同一路79號,米奇諾美式餐廳 高雄市新興區大同一路79號,ChIJ2xDrbpEEbjQRW4vbtweWewI,Michino Diner,"No. 79號, Datong 1st Rd, Sinsing District, Kaohsiung City, Taiwan 800",OK,,https://s.openrice.com/cHRSn02188700,,,,,,,,,,,,,,,,
高雄/屏東,萩椛定食店,高雄市苓雅區青年二路191號,萩椛定食店 高雄市苓雅區青年二路191號,ChIJfV8agIADbjQRv4sN-s3Q8Qo,萩椛牛かつ專門店,"No. 191號, Qingnian 2nd Rd, Lingya District, Kaohsiung City, Taiwan 802",OK,,https://s.openrice.com/cHRSn02nku600,,,,,,,,,,,,,,,,
台北,樂軒松阪亭,台北市信義區松高路19號6樓,樂軒松阪亭 台北市信義區松高路19號6樓,ChIJL6olmHSrQjQRLQ7itONyGgs,Matsusaka Tei,"110, Taiwan, Taipei City, Xinyi District, Songgao Rd, 19號6樓",OK,,https://s.openrice.com/cHRSm024qa700,,,,,,,,,,,,,,,,
台中,佐賀野仁日本和牛燒肉無限放題,台中市南屯區龍富路四段583號,佐賀野仁日本和牛燒肉無限放題 台中市南屯區龍富路四段583號,ChIJQa6-dWk9aTQRHbc35iS9s24,佐賀野仁,"408, Taiwan, Taichung City, Nantun District, Section 4, Longfu Rd, 583號2樓",OK,,https://s.openrice.com/cHRSmW2oeW700,,,,,,,,,,,,,,,,
台中,Beef King日本頂級A5和牛鍋物放題(台中公益店),408台中市南屯區龍富路四段583號1樓,Beef King日本頂級A5和牛鍋物放題(台中公益店) 408台中市南屯區龍富路四段583號1樓,ChIJORr8yN09aTQRUXJAue3ST3g,Beef King,"408, Taiwan, Taichung City, Nantun District, Section 4, Longfu Rd, 583號1樓",OK,,https://s.openrice.com/cHRSmW2pOW700,,,,,,,,,,,,,,,,
台北,Beef King日本頂級A5和牛鍋物放題(信義旗艦店),信義區松壽路12號10樓之2,Beef King日本頂級A5和牛鍋物放題(信義旗艦店) 信義區松壽路12號10樓之2,ChIJORr8yN09aTQRUXJAue3ST3g,Beef King,"408, Taiwan, Taichung City, Nantun District, Section 4, Longfu Rd, 583號1樓",OK,,https://s.openrice.com/cHRSm02q8W700,,,,,,,,,,,,,,,,
台北,竹苑 用抬頭寄平信,106台北市大安區大安路一段31巷31號,竹苑 用抬頭寄平信 106台北市大安區大安路一段31巷31號,ChIJj8r4e06rQjQRBFLxZ5OiyhA,竹苑shabu,"No. 31號, Lane 31, Section 1, Da'an Rd, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02se4700,,,,,,,,,,,,,,,,
台北,紅蟹將軍の天鍋涮涮屋,106台北市大安區延吉街117號1樓,紅蟹將軍の天鍋涮涮屋 106台北市大安區延吉街117號1樓,ChIJQQCXbsarQjQRUgwR9YsrjsQ,紅蟹將軍帝王蟹+燒烤吃到飽火鍋,"No. 117號, Yanji St, Da’an District, Taipei City, Taiwan 106",OK,,https://s.openrice.com/cHRSm02BOq700,,,,,,,,,,,,,,,,
新北/基隆,八八食堂,220新北市板橋區中山路一段273號,八八食堂 220新北市板橋區中山路一段273號,ChIJw7ECcSKoQjQRKZkHwkCiFlk,八八食堂/居酒屋 板橋美食/新北耶誕城美食/板橋日式料理/板橋推薦,"No. 273號, Section 1, Zhongshan Rd, Banqiao District, New Taipei City, Taiwan 220",OK,,https://s.openrice.com/cHRSmG2q4K600,,,,,,,,,,,,,,,,
台北,亂烤居酒屋,台北市中山區南京東路二段21巷6號,亂烤居酒屋 台北市中山區南京東路二段21巷6號,ChIJn6zo9mapQjQRrI2svTv8byk,Luan Kao Izakaya Restaurant,"No. 6號, Lane 21, Section 2, Nanjing E Rd, Zhongshan District, Taipei City, Taiwan 104",OK,,https://s.openrice.com/cHRSm02an0000,,,,,,,,,,,,,,,,
台北,布娜飛小酒館 中山店,235新北市中和區中正路1206巷7號,布娜飛小酒館 中山店 235新北市中和區中正路1206巷7號,ChIJf4SszuupQjQR9eyq23bB8ao,BravoCafe draft beer bar,"10444, Taiwan, Taipei City, Zhongshan District, Lane 56, Section 1, Zhongshan N Rd, 2-1號號1F",OK,,https://s.openrice.com/cHRSm02n8y3W0,,,,,,,,,,,,,,,,
新竹/苗栗,百味釜精緻鍋物,302新竹縣竹北市嘉政一街1號2樓,百味釜精緻鍋物 302新竹縣竹北市嘉政一街1號2樓,ChIJ_y2jay9LaDQR58XcOEuXgtA,Hotpot,"No. 959號, Minghu Rd, East District, Hsinchu City, Taiwan 300",OK,,https://s.openrice.com/cHRSnW2icC700,,,,,,,,,,,,,,,,
台北,馬旦馬須,台北市松山區敦化北路165巷9號,馬旦馬須 台北市松山區敦化北路165巷9號,ChIJ888I3eirQjQR12dED-JjhFc,馬旦馬須美麗餐桌,"No. 9號, Lane 165, Dunhua N Rd, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm02sLS100~uFUPYKQ,,,,,,,,,,,,,,,,
台北,犇 極上 BEN Teppan Suprême,106台北市大安區信義路四段199巷9號1樓,犇 極上 BEN Teppan Suprême 106台北市大安區信義路四段199巷9號1樓,ChIJC6mZ2WirQjQREZ3Spd4j7qg,犇 極上 微風信義館,"110, Taiwan, Taipei City, Xinyi District, Section 5 of Zhongxiao East RoadSection 5 of Zhongxiao E Rd, 68號4楼微風信義",OK,,https://s.openrice.com/cHRSm02cOi700~uN1bRKQ,,,,,,,,,,,,,,,,
台北,辣鼎記(辣上癮 極品麻辣鴛鴦),105台北市松山區八德路四段227號,辣鼎記(辣上癮 極品麻辣鴛鴦) 105台北市松山區八德路四段227號,ChIJfaaFwZWrQjQRfxkenanSEvo,辣鼎記 (原 辣上癮) 麻辣鴛鴦火鍋,"No. 227號, Section 4, Bade Rd, Songshan District, Taipei City, Taiwan 105",OK,,https://s.openrice.com/cHRSm02L68700~uFUPYKQ,,,,,,,,,,,,,,,,
新北/基隆,京賀家の壽喜燒鍋物府中店,220新北市板橋區中山路一段2號2樓之2,京賀家の壽喜燒鍋物府中店 220新北市板橋區中山路一段2號2樓之2,ChIJG1VunDkDaDQRjaILkpgjm_8,京賀家壽喜燒·鍋物（板橋府中店）,"220, Taiwan, New Taipei City, Banqiao District, Section 1, Zhongshan Rd, 2號2樓",OK,,https://s.openrice.com/cHRSmG2hvO700~uFUPYKQ,,,,,,,,,,,,,,,,
新北/基隆,京賀家の壽喜燒鍋物江子翠店,板橋區雙十路2段168號,京賀家の壽喜燒鍋物江子翠店 板橋區雙十路2段168號,ChIJJ1LyI0GoQjQRM7s78TABX08,Jinghejia Banqiao Jiangzicui,"No. 168號, Section 2, Shuangshi Rd, Banqiao District, New Taipei City, Taiwan 220",OK,,https://s.openrice.com/cHRSmG2ifO700~uFUPYKQ,,,,,,,,,,,,,,,,
新北/基隆,金鍋盃 板橋店,236新北市土城區清水路228之6號7樓,金鍋盃 板橋店 236新北市土城區清水路228之6號7樓,ChIJIwO1OwsDaDQRDLWDHOvuOl4,鍋賣局百元小火鍋－土城裕民店,"No. 225號, Yumin Rd, Tucheng District, New Taipei City, Taiwan 236",OK,,https://s.openrice.com/cHRSmG2DI8700~uFUPYKQ,,,,,,,,,,,,,,,,
台南,街役場古蹟餐坊,台南市新化區中正路500號,街役場古蹟餐坊 台南市新化區中正路500號,ChIJQUIEiXlwbjQRjkN9xBNbPvc,Historical Township Office Restaurant,"No. 500號, Zhongzheng Rd, Xinhua District, Tainan City, Taiwan 712",OK,,https://s.openrice.com/cHRSmm23B0100~d4KRy3vPE,,,,,,,,,,,,,,,,
台南,食蔬茶齋 蔬果料理,台南市安平區郡平路335號2樓,食蔬茶齋 蔬果料理 台南市安平區郡平路335號2樓,ChIJG1fT7D13bjQRwwaBSxQXm5s,蔬果子蔬食料理安平店,"No. 791號, Section 2, Yonghua Rd, Anping District, Tainan City, Taiwan 708",OK,,https://s.openrice.com/cHRSmm2SOi600~dH_oTqD5k,,,,,,,,,,,,,,,,
台南,食下有約 想法廚房,台南市安平區郡平路335號,食下有約 想法廚房 台南市安平區郡平路335號,ChIJKRcZZ7d3bjQR8oLXkLf5DzY,雲饗私廚鍋物,"No. 335號, Junping Rd, Anping District, Tainan City, Taiwan 70843",OK,,https://s.openrice.com/cHRSmm2hVW400~dH_oTqD5k,,,,,,,,,,,,,,,,
台北,便所歡樂主題餐廳 士林店,台北市士林區文林路173號2樓,便所歡樂主題餐廳 士林店 台北市士林區文林路173號2樓,ChIJd9QKFaWuQjQRLPGO-ltaXj4,Modern Toilet Theme Restaurant,"111, Taiwan, Taipei City, Shilin District, Wenlin Rd, 173號2F",OK,,https://s.openrice.com/cHRSm02uNq000~dnIukrCPK,,,,,,,,,,,,,,,,
新北/基隆,婧饌鍋物,新北市新莊區福德二街53號,婧饌鍋物 新北市新莊區福德二街53號,ChIJWd6mCXSpQjQROlBq42PT4aM,岩藏鍋 - 新莊美食/在地火鍋/鍋物/美食/首選/新莊火鍋,"No. 53號, Fude 2nd St, Xinzhuang District, New Taipei City, Taiwan 242",OK,,https://s.openrice.com/cHRSmG2Gwi600~uFUPYKQ,,,,,,,,,,,,,,,,
台北,金鍋盃 天母店,台北市士林區中山北路六段175號,金鍋盃 天母店 台北市士林區中山北路六段175號,ChIJCQvNfJCuQjQRmM5fmfqYV_E,The Golden Pot,"111, Taiwan, Taipei City, Shilin District, 中山北路六段175號",OK,,https://s.openrice.com/cHRSm02CY8700~uFUPYKQ,,,,,,,,,,,,,,,,
台南,真炙鐵板料理,台南市中西區民族路二段297號2樓,真炙鐵板料理 台南市中西區民族路二段297號2樓,,,,NO_MATCH,,https://s.openrice.com/cHRSmm2t7C700~d5_6Mkd59,,,,,,,,,,,,,,,,
台北,22:02火鍋。樂活 八德店,松山區八德路四段17巷7號,22:02火鍋。樂活 八德店 松山區八德路四段17巷7號,ChIJC1G4IcCrQjQRdXk9U3vi76o,22:02 Hotpot Lohas,"No. 7號, Lane 17, Section 4, Bade Rd, Songshan District, Taipei City, Taiwan 10561",OK,,https://s.openrice.com/cHRSm02tSy100,,,,,,,,,,,,,,,,
台北,22:02火鍋。樂活 南港店,南港區忠孝東路七段369號,22:02火鍋。樂活 南港店 南港區忠孝東路七段369號,ChIJFfvq-l2rQjQRok-HelZmxno,22:02 Hotpot Lohas,"115, Taiwan, Taipei City, Nangang District, Section 7, Zhongxiao E Rd, 369號C棟10樓",OK,,https://s.openrice.com/cHRSm0235G600,,,,,,,,,,,,,,,,
台北,22:02火鍋。樂活 美麗華店,中山區敬業三路20號3樓,22:02火鍋。樂活 美麗華店 中山區敬業三路20號3樓,ChIJk2oyAQOtQjQRhrIf761nrBY,22:02火鍋美麗華店,"3F, No. 20號, Jingye 3rd Rd, Zhongshan District, Taipei City, Taiwan 10466",OK,,https://s.openrice.com/cHRSm02gc0700,,,,,,,,,,,,,,,,
台北,古記雞,台北市信義區忠孝東路五段236巷3弄13號,古記雞 台北市信義區忠孝東路五段236巷3弄13號,ChIJSbWCSOGrQjQRg1pZq3BUzWo,Guji Chicken,"No. 13號, Alley 3, Lane 236, Section 5, Zhongxiao E Rd, Xinyi District, Taipei City, Taiwan 110",OK,,https://s.openrice.com/cHRSm02Sz0300~d96e0HNGw,,,,,,,,,,,,,,,,
台北,好想吃冰中山店,大同區赤峰街7號,好想吃冰中山店 大同區赤峰街7號,ChIJh4RvPEGpQjQRnNCBNMc3JZs,好想吃冰 日式蔬食 中山赤峰店,"No. 7號, Chifeng St, Datong District, Taipei City, Taiwan 103",OK,,https://s.openrice.com/cHRSm02Y54700~d96e0HNGw,,,,,,,,,,,,,,,,
